budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0.0,Drama,,7863.0,"[{""id"": 3344, ""name"": ""letter""}, {""id"": 3810, ""name"": ""jumping""}, {""id"": 5561, ""name"": ""child prodigy""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 14743, ""name"": ""pianist""}, {""id"": 33484, ""name"": ""concert hall""}, {""id"": 191815, ""name"": ""breakdown""}]",en,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",10.396305,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Australian Film Finance Corporation (AFFC)"", ""id"": 8724}, {""name"": ""Film Victoria"", ""id"": 11840}, {""name"": ""South Australian Feature Film Company"", ""id"": 41999}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",1996-01-21,0.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Released,A true story of the mystery of music and the miracle of love,Shine,2022-07-03 00:00:00,131.0
0.0,Drama,,11889.0,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 4193, ""name"": ""retiree""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5903, ""name"": ""alzheimer""}, {""id"": 7094, ""name"": ""pflegen""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10818, ""name"": ""author""}, {""id"": 154785, ""name"": ""short-term memory""}, {""id"": 163132, ""name"": ""photographic memory""}]",en,Iris,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",2.714043,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Intermedia Films"", ""id"": 763}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2001-12-14,0.0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Iris,2022-06-02 00:00:00,47.0
5500000.0,Comedy,http://www.crownintlpictures.com/dgtitles.html,33155.0,"[{""id"": 803, ""name"": ""android""}, {""id"": 1365, ""name"": ""harley davidson""}, {""id"": 3385, ""name"": ""cryogenics""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 33611, ""name"": ""exercise""}, {""id"": 155551, ""name"": ""lasers""}, {""id"": 205740, ""name"": ""force field""}, {""id"": 212435, ""name"": ""meta film""}, {""id"": 222915, ""name"": ""forcefield""}, {""id"": 233129, ""name"": ""motorbike""}, {""id"": 233155, ""name"": ""cryonics""}]",en,Galaxina,"Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.",2.141143,"[{""name"": ""Marimark Productions"", ""id"": 1010}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-06-06,4865000.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She's too good to be true...and too real to be otherwise.,Galaxina,2022-03-03 00:00:00,16.0
5000000.0,Crime,,4997.0,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 7344, ""name"": ""porno star""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}]",en,Wonderland,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",7.79068,"[{""name"": ""Lions Gate Films"", ""id"": 35}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-23,2466444.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Sex, drugs, murder. Welcome to L.A.",Wonderland,2022-06-02 00:00:00,73.0
0.0,Drama,,979.0,"[{""id"": 90, ""name"": ""paris""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 570, ""name"": ""rape""}, {""id"": 572, ""name"": ""sex""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2754, ""name"": ""trauma""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 6093, ""name"": ""assault""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 12420, ""name"": ""unsimulated sex""}, {""id"": 14624, ""name"": ""cruelty""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33783, ""name"": ""dark""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 156478, ""name"": ""boyfriend""}, {""id"": 184352, ""name"": ""rape and revenge""}, {""id"": 203258, ""name"": ""underpass""}, {""id"": 224663, ""name"": ""new french extremism""}]",fr,Irréversible,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",32.476098,"[{""name"": ""Eskwad"", ""id"": 616}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Les Cin\u00e9mas de la Zone"", ""id"": 1157}, {""name"": ""Nord-Ouest Productions"", ""id"": 4176}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""120 Films"", ""id"": 19233}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-05-22,792.0,97.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Time destroys everything.,Irreversible,2022-07-01 00:00:00,538.0
5500000.0,Comedy,http://www.r-100.com/,193722.0,"[{""id"": 7089, ""name"": ""dominatrix""}, {""id"": 158713, ""name"": ""bdsm""}]",ja,R100,Ruthless dominatrixes pursue a mild-mannered salesman who wants to get out of his unbreakable contract with a secret bondage club.,3.21392,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Yoshimoto Kogyo Company"", ""id"": 11629}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2013-10-05,0.0,100.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,M For Father,R100,2022-05-04 00:00:00,31.0
0.0,Drama,,253253.0,[],en,Animals,"ANIMALS tells the story of Jude and Bobbie: a young couple that exist somewhere between homelessness and the fantasy of their imaginations. Though they masterfully con and steal in an attempt to stay one step ahead of their addiction, they are ultimately forced to face the reality of their situation when one of them gets hospitalized.",5846-01-01 00:00:00,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-15,0.0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Animals,2022-06-02 00:00:00,9.0
0.0,Thriller,,70670.0,"[{""id"": 13095, ""name"": ""death of lover""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 158927, ""name"": ""police investigation""}]",en,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,20.821846,"[{""name"": ""Nordisk Film"", ""id"": 235}, {""name"": ""Yellow Bird Films"", ""id"": 5746}, {""name"": ""Friland Produksjon"", ""id"": 8246}, {""name"": ""ARD Degeto Film"", ""id"": 10947}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}]",2011-08-04,15699707.0,100.0,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The hunt is on.,Headhunters,2022-07-01 00:00:00,399.0
0.0,ScienceFiction,http://grabbers.ie/,84204.0,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 185650, ""name"": ""beheaded""}]",en,Grabbers,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",9.451228,"[{""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Samson Films"", ""id"": 11571}, {""name"": ""Forward Films"", ""id"": 17748}, {""name"": ""High Treason Productions"", ""id"": 21597}, {""name"": ""Nvizible"", ""id"": 51929}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-08-10,0.0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For the locals on Erin Island, it's last orders.",Grabbers,6.0,140.0
5000000.0,Horror,,242512.0,"[{""id"": 4959, ""name"": ""death of a friend""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 10111, ""name"": ""ouija""}, {""id"": 10112, ""name"": ""ouija board""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 160887, ""name"": ""based on board game""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 176561, ""name"": ""spiritualism""}, {""id"": 185408, ""name"": ""supernatural horror""}]",en,Ouija,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,56.30466,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu Inc."", ""id"": 1778}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""5150 Action"", ""id"": 47354}, {""name"": ""White Noise Factory"", ""id"": 88762}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-24,103590271.0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Keep telling yourself it's just a game,Ouija,2022-04-09 00:00:00,983.0
8000000.0,Crime,,504.0,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 570, ""name"": ""rape""}, {""id"": 739, ""name"": ""sexual abuse""}, {""id"": 1333, ""name"": ""desperation""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3489, ""name"": ""job interview""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12987, ""name"": ""poverty""}, {""id"": 13059, ""name"": ""prostitution""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 233021, ""name"": ""ugly""}]",en,Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,19.683187,"[{""name"": ""Newmarket Films"", ""id"": 28}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-16,60378584.0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The first female serial killer of America,Monster,7.0,485.0
9000000.0,Mystery,http://www.otnemem.com/,77.0,"[{""id"": 30, ""name"": ""individual""}, {""id"": 328, ""name"": ""insulin""}, {""id"": 331, ""name"": ""tattoo""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3973, ""name"": ""insurance salesman""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 33874, ""name"": ""polaroid""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",60.715151,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""I Remember Productions"", ""id"": 34446}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-11,39723096.0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some memories are best forgotten.,Memento,2022-08-01 00:00:00,4028.0
5000000.0,Horror,,157547.0,"[{""id"": 3298, ""name"": ""hallucination""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 46951, ""name"": ""mirror""}, {""id"": 161198, ""name"": ""skepticism""}, {""id"": 162846, ""name"": ""ghost""}]",en,Oculus,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,35.871248,"[{""name"": ""Intrepid Pictures"", ""id"": 1224}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""MICA Entertainment"", ""id"": 24510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-08,44030246.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You see what it wants you to see,Oculus,2022-06-03 00:00:00,1050.0
5000000.0,Action,,323677.0,"[{""id"": 2070, ""name"": ""olympic games""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 12532, ""name"": ""african american""}, {""id"": 187901, ""name"": ""track and field""}]",en,Race,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",22.9951,"[{""name"": ""Forecast Pictures"", ""id"": 12686}, {""name"": ""Solofilms"", ""id"": 50083}, {""name"": ""JoBro Productions & Film Finance"", ""id"": 50084}, {""name"": ""Trinity Race"", ""id"": 78218}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2016-02-19,24804129.0,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The incredible true story of gold medal champion Jesse Owens,Race,2022-07-01 00:00:00,478.0
0.0,Drama,,235271.0,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 7412, ""name"": ""sin""}, {""id"": 10131, ""name"": ""interracial relationship""}, {""id"": 11501, ""name"": ""cheating wife""}, {""id"": 14794, ""name"": ""lust""}, {""id"": 15319, ""name"": ""attraction""}, {""id"": 159346, ""name"": ""deceit""}, {""id"": 162706, ""name"": ""temptation""}, {""id"": 206263, ""name"": ""hipersexualidad""}, {""id"": 207665, ""name"": ""faithful husband""}]",en,Addicted,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,7.544515,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Codeblack Entertainment"", ""id"": 35327}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-10,0.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every Woman Needs an Escape,Addicted,2022-05-04 00:00:00,63.0
5000000.0,Action,,21610.0,[],en,Nighthawks,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,7.058868,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Martin Poll Productions"", ""id"": 3986}, {""name"": ""The Production Company"", ""id"": 3987}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-03-17,19905359.0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,Nighthawks,2022-06-04 00:00:00,86.0
0.0,Comedy,,13776.0,"[{""id"": 10738, ""name"": ""diner""}, {""id"": 158938, ""name"": ""baltimore maryland""}, {""id"": 160619, ""name"": ""fake accident""}, {""id"": 160627, ""name"": ""gambling debt""}, {""id"": 169152, ""name"": ""twenty something""}, {""id"": 208611, ""name"": ""1950s""}]",en,Diner,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",5.87193,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-04-02,0.0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Suddenly, life was more than French fries, gravy, and girls.",Diner,2022-06-09 00:00:00,83.0
0.0,Comedy,http://www.savedmovie.com/,13193.0,"[{""id"": 186, ""name"": ""christianity""}, {""id"": 237, ""name"": ""gay""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 34333, ""name"": ""lgbt child""}]",en,Saved!,"Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.",9.85123,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-21,0.0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Saved!,2022-06-03 00:00:00,147.0
5000000.0,Comedy,,11959.0,"[{""id"": 3090, ""name"": ""loser""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 4325, ""name"": ""game show""}, {""id"": 4656, ""name"": ""tv star""}, {""id"": 5699, ""name"": ""music video""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 168049, ""name"": ""indiana jones spoof scene""}, {""id"": 186803, ""name"": ""music spoof""}]",en,UHF,The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,4.070044,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Cinecorp"", ""id"": 19029}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-07-21,0.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",UHF,2022-06-07 00:00:00,89.0
5000000.0,Action,,15745.0,[],en,Made,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,4.149628,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-13,5476060.0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to disorganized crime.,Made,2022-06-03 00:00:00,55.0
5000000.0,ScienceFiction,http://www.sonyclassics.com/moon/,17431.0,"[{""id"": 305, ""name"": ""moon""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 402, ""name"": ""clone""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 12185, ""name"": ""moon base""}]",en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,"[{""name"": ""Liberty Films UK"", ""id"": 3316}, {""name"": ""Lunar Industries"", ""id"": 3317}, {""name"": ""Xingu Films"", ""id"": 3318}, {""name"": ""Limelight Fund"", ""id"": 12018}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-06-12,9760104.0,97.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last place you'd ever expect to find yourself.,Moon,2022-07-06 00:00:00,1794.0
0.0,Action,,56930.0,"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 5721, ""name"": ""engineer""}, {""id"": 34139, ""name"": ""railroad""}, {""id"": 211062, ""name"": ""ethics""}]",en,Tycoon,"Engineer Johnny Munroe is enlisted to build a railroad tunnel through a mountain to reach mines. His task is complicated, and his ethics are compromised, when he falls in love with his boss's daughter",0.042442,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1947-12-27,0.0,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Breath-taking Adventure !,Tycoon,2022-06-06 00:00:00,4.0
5000000.0,Horror,,18442.0,[],en,Decoys,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",3.05434,[],"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2004-02-27,0.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They can seduce anyone... Prey it isn't you!,Decoys,2022-04-07 00:00:00,33.0
5000000.0,Drama,,11600.0,"[{""id"": 5939, ""name"": ""iraq""}, {""id"": 15087, ""name"": ""iraq war""}]",en,Redacted,Redacted is a film written and directed by Brian De Palma that is a fictional drama loosely based on the Mahmudiyah killings in Iraq.,3.792015,"[{""name"": ""HDNet Films"", ""id"": 3097}, {""name"": ""The Film Farm"", ""id"": 22884}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-01,782102.0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,Redacted,2022-06-02 00:00:00,37.0
0.0,Romance,,71547.0,"[{""id"": 966, ""name"": ""beach""}, {""id"": 9826, ""name"": ""murder""}]",de,Fascination,"Young Scott Doherty (Adam Garcia) gets suspicious when his mother (Jacqueline Bisset) plans to wed Oliver Vance (Stuart Wilson) soon after her husband's untimely death. Scott investigates with Oliver's pretty daughter, Kelly (Alice Evans), who shared Scott's doubts about the upcoming nuptials. Along the way, he falls in love with Kelly, but a fatal explosion turns Scott's life upside down - and the evidence points to him as the murderer. Has he been framed?",0.219799,"[{""name"": ""Quality Films Entertainment"", ""id"": 5991}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2004-10-13,0.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Fascination,2022-03-08 00:00:00,4.0
5000000.0,Music,,244403.0,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 18001, ""name"": ""rock band""}, {""id"": 207525, ""name"": ""grieving father""}]",en,Rudderless,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",10.619574,"[{""name"": ""Unified Pictures"", ""id"": 13238}, {""name"": ""Amberdale Productions"", ""id"": 23031}, {""name"": ""Tee Rob Pictures"", ""id"": 34846}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-17,0.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The way back begins with a single chord.,Rudderless,2022-07-04 00:00:00,105.0
4800000.0,Horror,http://www.hostelfilm.com/,1690.0,"[{""id"": 472, ""name"": ""bathroom""}, {""id"": 572, ""name"": ""sex""}, {""id"": 587, ""name"": ""amsterdam""}, {""id"": 1295, ""name"": ""europe""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 5689, ""name"": ""slovakia""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 155955, ""name"": ""business card""}, {""id"": 156149, ""name"": ""doberman""}, {""id"": 157958, ""name"": ""hostel""}, {""id"": 157959, ""name"": ""surgery""}, {""id"": 198438, ""name"": ""elite club""}, {""id"": 198441, ""name"": ""fingers""}]",en,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",38.83192,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Raw Nerve"", ""id"": 1631}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Hostel LLC"", ""id"": 17793}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-06,80578934.0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome To Your Worst Nightmare,Hostel,2022-05-07 00:00:00,887.0
4500000.0,Crime,,9303.0,"[{""id"": 378, ""name"": ""prison""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 156121, ""name"": ""ex-con""}, {""id"": 187056, ""name"": ""woman director""}]",en,Bound,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",15.359952,"[{""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Spelling Films"", ""id"": 10355}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-09-13,7011317.0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In their world, you can't buy freedom, but you can steal it.",Bound,2022-06-09 00:00:00,198.0
